FREQUENCY,NUMBER,WORDS,CATEGORY
172,10,Beliefs Expressing Truth,Lexicon
172,10,"Celebrate How Your Life Only Grows, Day by Day",Lexicon
172,10,Celebrate Luxurious Experiences,Lexicon
172,10,Choose What Is Highest and Best,Lexicon
172,10,Consider the Worth Within You,Lexicon
172,10,Creature of Rare Swiftness,Lexicon
172,10,Crystallizing Force Within,Lexicon
172,10,Descriptive of Something You Can Feel,Lexicon
172,10,Encounter a Limitless World,Lexicon
172,10,Enjoy Sharing All You Discover + Learn,Lexicon
172,10,Every Act Articulates a Forecast,Lexicon
172,10,Every Act Articulates a Promise,Lexicon
172,10,Every Detail Has Been Added to the Record,Lexicon
172,10,Everything Is Perfectly Divine,Lexicon
172,10,Everything Sings Together,Lexicon
172,10,Extreme Power of Intention,Lexicon
172,10,Fast. Virtually Invulnerable.,Lexicon
172,10,Fireside Chat With the 64 Angels,Lexicon
172,10,Formed in Flawless Rank and File,Lexicon
172,10,Fundamental Nature of Existence,Lexicon
172,10,Gain Insight Through Reflection,Lexicon
172,10,"Gravity/Love, Through + Through",Lexicon
172,10,"Happiness, Wonder, Enjoyment",Lexicon
172,10,Honoring Our Inherent Knowing,Lexicon
172,10,I Am Alive for the Pleasure of Living,Lexicon
172,10,I Am Elevating My Assumptions,Lexicon
172,10,I Am He Who Rides on Wings of Light,Lexicon
172,10,I Am Helping to Establish Clarity,Lexicon
172,10,I Am Here to Help Your Heart Feel Light,Lexicon
172,10,I Am Only Now Becoming Truly Conscious,Lexicon
172,10,"I Am Proud of You, Magic Man. Exhale the Magic You Hold.",Lexicon
172,10,I Am the Angel of Transformation,64 Angels
172,10,I Become Aware of What the Angel Means,Lexicon
172,10,I Encourage You to Share What You Have Seen,Lexicon
172,10,I Flash to the Image of the Scepter,Lexicon
172,10,I Love My Body and Its Gentle Wisdom,Lexicon
172,10,I Offer My Whole Heart in Song to Life,Lexicon
172,10,Intelligence Is Palpable Within You,Lexicon
172,10,It Is My Duty + Pleasure to Serve,Lexicon
172,10,It Is My Duty + Pleasure to Serve You,Lexicon
172,10,King of Hearts and Queen of Hearts,Lexicon
172,10,Large Enough to House Our Awesome Form,Lexicon
172,10,Law Supporting All Laws,Lexicon
172,10,Life Is the Expression of Desire,Lexicon
172,10,Life Moves in the Same Way We Do Here,Lexicon
172,10,Light Is the Love That You Share,Lexicon
172,10,Light Is the Radiant Shimmer,Lexicon
172,10,Light Lives at the Center of Me,Lexicon
172,10,Lightness and Starlight,Lexicon
172,10,Live Like the Master That You Are,Lexicon
172,10,Live. That Is What You're Here to Do.,Lexicon
172,10,Living Representatives,Lexicon
172,10,Love Story of the Two Suns,Lexicon
172,10,Love Sustains and Expands,Lexicon
172,10,Many-Times-Repeated Lessons,Lexicon
172,10,Master the World Within You,Lexicon
172,10,Most Beautiful Expressions,Lexicon
172,10,Move in Upward-Facing Spirals,Lexicon
172,10,Much More to Show You About Your World,Lexicon
172,10,Much Much More We Wish to Show You,Lexicon
172,10,Music Is the Way Alignment Feels,Lexicon
172,10,My Passion Energizes Power,Lexicon
172,10,None of Us Have Anything to Prove,Lexicon
172,10,Now Use What You Have Come to Know,Lexicon
172,10,Offer Your Words From the Heart,Lexicon
172,10,On Purpose. Well-Timed. Precise.,Lexicon
172,10,Oracles We Work With Every Day,Lexicon
172,10,"Our Light, Poured Into the World",Lexicon
172,10,Our Love Sustains + Expands,Lexicon
172,10,Our Perspective Returns,Lexicon
172,10,Perceive the Light Within All,Lexicon
172,10,Permit Your Authentic Enjoyment,Lexicon
172,10,Prepare an Undistracted Space,Lexicon
172,10,Progress in Love and Wisdom,Lexicon
172,10,Reach and Extend Your Awareness,Lexicon
172,10,Recognize the Angel of the Moment,Lexicon
172,10,Recognize the Angel of the Moment,Lexicon
172,10,"Reignite the Feeling, Then Repeat",Lexicon
172,10,Releasing Permits Liberation,Lexicon
172,10,Representing the Truth,Lexicon
172,10,Riding on Wings of Light and Color,Lexicon
172,10,Rise + Shake This Whole World,Lexicon
172,10,Sensitive and Responsive,Lexicon
172,10,Sharing All We Discover + Learn,Lexicon
172,10,Sharing Love + Affection Completely,Lexicon
172,10,State the Words + Claim Them,Lexicon
172,10,Syncing Perfectly With a Song,Lexicon
172,10,Thank You for the Blessing You Have Been,Lexicon
172,10,That Which Is Completely New,Lexicon
172,10,The Angel of Originality (Session 10),64 Angels
172,10,The Angels Nod in Unified Response,Lexicon
172,10,The Birthright Abundance Frequency,Lexicon
172,10,The Crystalline Viewpoint,Lexicon
172,10,The Grandmaster of the Ether,Lexicon
172,10,The Measure of Their Cadence on My Tongue,Lexicon
172,10,The Moment of Return: a Coming Home,Lexicon
172,10,The Pathway of Thanksgiving,64 Angels
172,10,The Simple Act of Genuine Enjoyment,Lexicon
172,10,The Spinning Shape of Galaxies,Lexicon
172,10,The Spiritual Power of My Love,Lexicon
172,10,The Word That Comes to My Mind,Lexicon
172,10,There Is Excitement to Proceed,Lexicon
172,10,These Messages Are Personal,Lexicon
172,10,These Words Are Solid and True,Lexicon
172,10,This Is a Message From the Angel,Lexicon
172,10,This Is Heaven. You Are Invulnerable.,Lexicon
172,10,This Reminds Me of the Angel of Beauty,Lexicon
172,10,Thoroughly Deserving of the Gift,Lexicon
172,10,Those Attuned to See the Light,Lexicon
172,10,Through Insight and Experience,Lexicon
172,10,Train the Eye of Heart to Seek the Good,Lexicon
172,10,Transformation Is a Guarantee,Lexicon
172,10,True Progress on the Path,Lexicon
172,10,Trust the Light of Goodness,Lexicon
172,10,Two Streams of Golden Light,Lexicon
172,10,Use the Words We've Shown You,Lexicon
172,10,We Are Expressing Goodness,Lexicon
172,10,We Are Masters of Redemption,Lexicon
172,10,We Are Stricken Speechless,Lexicon
172,10,We Are the Absolute Goodness Life Is,Lexicon
172,10,We Are the Brightest Star,Lexicon
172,10,We Are the Bringers of the Dawn,Lexicon
172,10,We Are the Champions of the Heart,Lexicon
172,10,We Are Willing Servants,Lexicon
172,10,We Both Carry + Guard Your Intention,Lexicon
172,10,We Exalt Perfection Within You,Lexicon
172,10,We Have Achieved the Azure State,Lexicon
172,10,We Have Been Receiving Well + Clearly,Lexicon
172,10,We Imagine That Which We Assume,Lexicon
172,10,What the Symbol Truly Means,Lexicon
172,10,"What You Know, You Know Completely",Lexicon
172,10,White Crystalline Matter,Lexicon
172,10,You Are an Equal: Worthy and Powerful,Lexicon
172,10,You Are Liberating Your Perspective,Lexicon
172,10,You Are Now Participant and Friend,Lexicon
172,10,You Command Crystal White Legions,Lexicon
172,10,You Will Feel the Return to Your Home,Lexicon
172,10,Your Love Sustains + Expands,Lexicon
172,10,Your Way Is Fresh + Unwritten,Lexicon
173,11,"A Dependable, Brilliant, Colorful Light",Lexicon
173,11,A Free Flow of Spending and Receiving,Lexicon
173,11,A Matching Set of Platinum Bands,Lexicon
173,11,A Messenger From Higher Self to You,Lexicon
173,11,A Mirror of the Angel's Closing Mood,Lexicon
173,11,A New Song Starts to Play,Lexicon
173,11,Activating Pressure of Desire,Lexicon
173,11,"Add It to the Record, Speak It Now",Lexicon
173,11,All You Must Do Is Love Without End,Lexicon
173,11,Already Resolved Within Myself,Lexicon
173,11,An Angel Makes Its Introduction,Lexicon
173,11,An Image of a Human Standing Near a Tree,Lexicon
173,11,Angel of Lightness (Session 11),Lexicon
173,11,Angel Records Resonate Inside Us,Lexicon
173,11,Assumptions Are the Filter,Lexicon
173,11,Authentic Enjoyment Is a Sacred Act,Lexicon
173,11,"Be at Peace, Brother. Be at Peace, Sister.",Lexicon
173,11,Become the Embodiment of Strength,64 Angels
173,11,"Bright + Quick + Alive, Seeking Nectar",Lexicon
173,11,Calibrating to a Higher State of Being,Lexicon
173,11,Captain + Commander. Lord of Hosts.,Lexicon
173,11,Celebrate That Which Is Beautiful to You,Lexicon
173,11,Choose to Align With High Truth,Lexicon
173,11,Choose to Alter Your View of Your Self,Lexicon
173,11,Choosing to Sustain a Happy Flow,Lexicon
173,11,Conversation With the Angel,Lexicon
173,11,"Desire Like a Seed, a Star, a Universe of You",Lexicon
173,11,Does the Feeling Resonate With Good?,Lexicon
173,11,Emerge on the Wings of the Light,Lexicon
173,11,Enjoy the Fruitful Conversation,Lexicon
173,11,Enjoyment Produces an Honest Life,Lexicon
173,11,Entirely Unique to Your Own Style,Lexicon
173,11,Entrusted With One Another,Lexicon
173,11,Every Act Amounts to Perfect Good,Lexicon
173,11,Every Detail Serves a Purpose,Lexicon
173,11,Every Last Thought Is Fulfilled,Lexicon
173,11,Every Moment Radiates Divinity,Lexicon
173,11,Every Step Is Guarded by the Light,Lexicon
173,11,Exceedingly Patient and Prepared,Lexicon
173,11,Expression of Life Without End,Lexicon
173,11,Facilitators of This Session,Lexicon
173,11,Forever-Growing Love Story,Lexicon
173,11,Frequency Expressions of One Life,Lexicon
173,11,Fullest Extent of My Power,Lexicon
173,11,Gentle Light of Your Own Goodness,Lexicon
173,11,Glowing With Self-Assurance,Lexicon
173,11,Honor Your Own Deepest Knowing,Lexicon
173,11,I Am a Powerful Agent of Life-Love-and-Beauty,Lexicon
173,11,I Am in Communion With the Angel of Beauty,Lexicon
173,11,I Am Reminded of a Message We Took Note Of,Lexicon
173,11,I Am Reminded of the Center of Angelic Union,Lexicon
173,11,I Am the Crystal White Crown,Lexicon
173,11,Imagination = Seeing With the Eyes of God,Lexicon
173,11,Improving My Assumptions,Lexicon
173,11,Incandescent Essence of Enjoyment,Lexicon
173,11,It Deserves Acknowledgement,Lexicon
173,11,Life Uses Experience to Make Good Art,Lexicon
173,11,Lived Out in Fluid Expressions,Lexicon
173,11,"Magic Is Natural Life, Unobstructed",Lexicon
173,11,"Matter Is Spirit, Condensed",Lexicon
173,11,Meet With Us Any Time You Feel the Call,Lexicon
173,11,Molten Colors Spark and Blend,Lexicon
173,11,Moving on the Basis of Integrity,Lexicon
173,11,My Choice Sets the Mold Life Fulfills,Lexicon
173,11,Nothing More Magical Than Nature,Lexicon
173,11,Nothing More Natural Than Magic,Lexicon
173,11,Nothing to Filter Out First,Lexicon
173,11,Nothing to Judgmentally Compare,Lexicon
173,11,Now Permitting Life to Flow,Lexicon
173,11,Only Passion Finds the Way Back Home,Lexicon
173,11,Others Are Blessed by My Presence,Lexicon
173,11,Our Assumption Is the Filter,Lexicon
173,11,Pause to Record These Messages,Lexicon
173,11,Perhaps Most Significantly,Lexicon
173,11,Refinement of Our Understanding,Lexicon
173,11,Refinement of Your Understanding,Lexicon
173,11,Rest in Firm Understanding,Lexicon
173,11,Rest in the Fact of Provision,Lexicon
173,11,Savor the Intelligence Displayed,Lexicon
173,11,See the World through Eyes of Love,Lexicon
173,11,Seek Beneath the Surface of Each Moment,Lexicon
173,11,Sense Affirmative Response,Lexicon
173,11,Sense the Perfection Within You,Lexicon
173,11,Sincerity Is Recognized + Celebrated,Lexicon
173,11,So Pleasantly Surprising,Lexicon
173,11,Solar Masculine and Solar Feminine,Lexicon
173,11,Speak Your True Name Aloud so You May Hear It,Lexicon
173,11,Speaking so Directly and Fluently,Lexicon
173,11,Stand Like the Angel-Commander You Are,Lexicon
173,11,Surrender to the Arms of Grace,Lexicon
173,11,Thank You for the Gracious Validation,Lexicon
173,11,Thank You for Your Readiness to Meet,Prayer
173,11,That Which I Seek Is Already My Own,Lexicon
173,11,The Angel Is Inviting You to Speak,Lexicon
173,11,The Angel Is Nodding in Response,Lexicon
173,11,The Angel of Beauty in Every Domain of the Life,Lexicon
173,11,The Angel's Message Just for Me,Lexicon
173,11,The Angels + The Liberated Tarot,Lexicon
173,11,The Body Is Recalibrating to a Higher Life,Lexicon
173,11,The Dragons of the Rainbow Realm,Lexicon
173,11,The Feminine Chalice and the Masculine Blade,Lexicon
173,11,The Giant at the Center of My Soul,Lexicon
173,11,The Highest Truth There Is,Lexicon
173,11,The Japanese Art of Kintsukuroi,Lexicon
173,11,The Kindness You Have Shown Us,Lexicon
173,11,The Many Packets of Awareness,Lexicon
173,11,The Masters of Lightness,Lexicon
173,11,The Miracle of This Forever Love,Lexicon
173,11,The Perspective Widens Again,Lexicon
173,11,The Power of My Focus Well-Applied,Lexicon
173,11,The Proper Statements,Lexicon
173,11,The Snow King Is Very Elven,Lexicon
173,11,The Sword Essence of Precision,Oracle
173,11,The Sword Virtue of Fixation,Oracle
173,11,The Time Has Come for My Voice to Emerge,Lexicon
173,11,"The Truth Is Obvious, Easy, At-Hand",Lexicon
173,11,The Truth Is Simple as a Rule,Lexicon
173,11,The Value of High Knowing Within You,Lexicon
173,11,The View Outside Is Vivid Green,Lexicon
173,11,"This Home Is Rich, Loving, and Peaceful",Lexicon
173,11,This Is an Absolute Masterpiece,Lexicon
173,11,This Is an Important Sign,Lexicon
173,11,This Is Extremely Exciting,Lexicon
173,11,This Is How to Amplify Your Glow,Lexicon
173,11,This Is Our Cosmic Birthright,Lexicon
173,11,This Is the Gift of Enrichment,Lexicon
173,11,This Is Wonderfully Exciting,Lexicon
173,11,This Is Your Cosmic Birthright,Lexicon
173,11,Thought Is a Spiritual Entity,Lexicon
173,11,Thought Is Expressive of Life,Lexicon
173,11,Train the Eye of Heart to Truly See,Lexicon
173,11,Transmission of the Angels,Lexicon
173,11,Transmission of Your Trophy,Lexicon
173,11,Truth Produces Freedom We Can Feel,Lexicon
173,11,We Are Entrusting This to You,Lexicon
173,11,We Are Perfectly Unique in Every Way,Lexicon
173,11,We Are Reverent Caretakers,Lexicon
173,11,We Are the Masters of Destiny,Lexicon
173,11,We Are the Rainbow Warriors,Lexicon
173,11,We Celebrate the Union of Our Hearts,Prayer
173,11,We Choose to Act on Our Awareness,Lexicon
173,11,We Have Discovered This as a Team,Lexicon
173,11,We Make the Most Perfect Team,Lexicon
173,11,We Will Remember Ourselves,Lexicon
173,11,What a Pleasant Surprise,Lexicon
173,11,Witness Your Radiant Impact,Lexicon
173,11,You Are a Child of Life. You Create Life. Get to Work.,Lexicon
173,11,You Are an Equal: Perfect in Every Regard,Lexicon
173,11,You Are Attuned to the Voice of Truth,Lexicon
173,11,You Are Now an Equal and Participant,Lexicon
173,11,You Are Now Invited to See Truth,Lexicon
173,11,You Are Wrapped in Beauty + Comfort + Love,Lexicon
173,11,You Can Know by the Way That It Feels,Lexicon
173,11,Your Assumption Is the Filter,Lexicon
173,11,Your Intention Is Celebrated: Good + Pure,Lexicon
174,12,64 Angels - The Podcast,64 Angels
174,12,A Free + Easy Flow of Spending + Receiving,Lexicon
174,12,A Hinge Point of Creation in Our Lives,Lexicon
174,12,A Pair of Iridescent Black Phoenixes,Lexicon
174,12,A Spiritual World of Its Own,Lexicon
174,12,A Visceral Pulse: Like Molasses,Lexicon
174,12,A World Where We Shape-Shift,Lexicon
174,12,Acknowledge the Magnificence Within,Lexicon
174,12,Alchemy Is Intended by These Words,Lexicon
174,12,All That You Love Is Your Own to Enjoy,Lexicon
174,12,All Your Intentions Are Known,Lexicon
174,12,An Exquisite Gold-Framed Mirror,Lexicon
174,12,An Outstanding Conversation,Lexicon
174,12,Announcing the Complete Truth,Lexicon
174,12,As Simple as It Now Appears,Lexicon
174,12,Attune Yourself to See the Light,Lexicon
174,12,Awakening the Majesty Within,Lexicon
174,12,Awakening the Majesty Within You,Lexicon
174,12,Blessing of My Overflowing Love,Lexicon
174,12,Calibrating to the Higher State,Lexicon
174,12,Choosing to Trust My Own Voice,Lexicon
174,12,Complete Expression of the Life,Lexicon
174,12,"Crystalline Portals, We Are",Lexicon
174,12,Dazzling White in Your Nature,Lexicon
174,12,Do Your Very Best to Live It Well,Lexicon
174,12,Each Moment Is a New Springboard,Lexicon
174,12,"Each Step an Act of Destiny, Intact",Lexicon
174,12,Efficiency Permits More Life to Flow,Lexicon
174,12,Emptiness Does Not Exist,Lexicon
174,12,Enjoy These Luxurious Moments,Lexicon
174,12,Enjoyment Is the Signature of Beauty,Lexicon
174,12,Every Tendency + Preference Defines Me,Lexicon
174,12,"Exercise Your Knowing, Even Now",Lexicon
174,12,From the Well of My Excitement,Lexicon
174,12,"Gather Yourself, Then Take Wing",Lexicon
174,12,Great Creator Living Within You,Lexicon
174,12,Heal the World Within Yourself,Lexicon
174,12,I Am a Lover of Beauty + Beautify All That I Love,Lexicon
174,12,I Am Activating Fullest Power,Lexicon
174,12,I Am Calibrating to My New Avatar Body,Lexicon
174,12,I Am Celebrating the Joy of Good Food and Good Drink,Lexicon
174,12,I Am Enjoying the Goodness Life Brings,Lexicon
174,12,I Am Growing to Receive More and More,Lexicon
174,12,I Am Not Separate From Truth,Lexicon
174,12,I Am the Angel of Beauty. Angel of Beauty: Your Light.,Lexicon
174,12,I Am the Angel of Explicit Declaration,Lexicon
174,12,I Love My Powerful Intelligent Body,Lexicon
174,12,I Make Constructive Use of Power,Lexicon
174,12,I Will Add Them to the Record Now,Lexicon
174,12,I Will Liberate My Perspective,Lexicon
174,12,Improving Our Expectations,Lexicon
174,12,In Love With All That We Have,Lexicon
174,12,Inherent to the Generosity of Life,Lexicon
174,12,Initiating Angel of Expression,Lexicon
174,12,It's Yours if You Want to Receive It,Lexicon
174,12,Kind Is Easy With a Heart Like Yours,Lexicon
174,12,Learn to See the Light Within,Lexicon
174,12,Life Intends the Good of All That Is,Lexicon
174,12,"Life Is Rich With Pleasure, Every Day",Lexicon
174,12,Lifting the Scepter of Power,Lexicon
174,12,Lightness Is the Full Effect of Good,Lexicon
174,12,Lightweight and Ever-Glowing,Lexicon
174,12,Live to the Brim. Never Stop.,Lexicon
174,12,Love Will Respond to Confirm,Lexicon
174,12,Make Constructive Use of Power,Lexicon
174,12,Many Possible Expressions,Lexicon
174,12,More for You Than You Have Ever Yet Imagined,Lexicon
174,12,Most Beautiful Expression of Life,Lexicon
174,12,My Assumptions Can Be Improved,Lexicon
174,12,My Guidance Is Wholeheartedly Invited,Lexicon
174,12,Our Lives Become as Rich as We Allow,Lexicon
174,12,Pausing to Record This Message,Lexicon
174,12,Perfect Love Casts Out All Fear,Lexicon
174,12,Performed Through Interaction,Lexicon
174,12,Personal Proclamation of a Rich Life,Lexicon
174,12,"Playful, Wholehearted Light-Beings",Lexicon
174,12,Please Begin an Angel Session Now,Lexicon
174,12,Positive Influence on the World,Lexicon
174,12,Purchase the Platinum Rings,Lexicon
174,12,Recognize the Goodness Within You,Lexicon
174,12,Relinquish All Fear of Darkness,Lexicon
174,12,Research Proves Rewarding,Lexicon
174,12,Retrograde = Return to Innocence,Celestial
174,12,Share Your Love Freely and Completely,Lexicon
174,12,Shine Like the Powerful Agent You Are,Lexicon
174,12,Simple Enjoyment Is Reverence,Lexicon
174,12,Soar to the Heights of Your Nature,Lexicon
174,12,Spectrum of the Glory Within You,Lexicon
174,12,Sword Virtue of Awareness,Oracle
174,12,Thank You for Such Gracious Validation,Lexicon
174,12,"The 22 Major Archetypes, Updated",Oracle
174,12,The Angel Invites Me to Relax,Lexicon
174,12,The Essence and the Aura of Enjoyment,Lexicon
174,12,The Intention of the Artist,Lexicon
174,12,The Movement Is Fluid + Powerful,Lexicon
174,12,The Music Crescendos. Dramatically.,Lexicon
174,12,The Opportunity to Polarize,Lexicon
174,12,The Orchestrating Factor of a Life,Lexicon
174,12,The Overflow of Your Impeccable Heart,Lexicon
174,12,The Passion + the Pleasure of My Life,Lexicon
174,12,The Path of Reception Has Been Opened,Lexicon
174,12,The Power of My Assumptions,Lexicon
174,12,The Prime Instinct to Merge,Oracle
174,12,The Prime Instinct to Rise,Oracle
174,12,The Radiant Impact of Your Words,Lexicon
174,12,The Rose Is a Symbol of My Perfection,Lexicon
174,12,The Tremors Are Audible and Tangible,Lexicon
174,12,The Truth Is Not Subjective,Lexicon
174,12,The Understanding We've Achieved,Lexicon
174,12,There Is Much Power in Words,Lexicon
174,12,There Is Nothing More Natural,Lexicon
174,12,There Is Nothing to Do or to Earn,Lexicon
174,12,There Is Only Good + Goodness All Around,Lexicon
174,12,"They Are All Still Connected, as One",Lexicon
174,12,This Is an Awesome Confirmation,Lexicon
174,12,This Message Is Personal to You,Lexicon
174,12,Use What You've Learned to Remember,Lexicon
174,12,Verbal Declaration of the Truth,Lexicon
174,12,We Are Celebrating Our Luxurious Life,Lexicon
174,12,We Are Elegant and Humble and Assured,Lexicon
174,12,We Are Enjoying the Conversation,Lexicon
174,12,We Are Free. We Are Now Free. It Is Done.,Lexicon
174,12,We Are in Communion With the Angel,Lexicon
174,12,We Are Joining the Conversation,Lexicon
174,12,We Are Now Becoming Truly Conscious,Lexicon
174,12,We Could Not Be Happier Than This,Lexicon
174,12,We Encourage Thoughtful Application,Lexicon
174,12,We Enjoy Sharing All We Discover,Lexicon
174,12,We Have Been Entrusted to Your Care,Lexicon
174,12,We Have Permission to Do This,Lexicon
174,12,We Share All We Discover + Learn,Lexicon
174,12,We've Hardly Yet Begun to Comprehend,Lexicon
174,12,We've Selected Green Apophyllite,Lexicon
174,12,What Makes Your Heart Swell?,Lexicon
174,12,What You Enjoy Is Completely Your Own,Lexicon
174,12,"You Are an Equal: Worthy + Powerful, Too",Lexicon
174,12,You Are Attuning to the Voice of Angels,Lexicon
174,12,You Are Now Invited to Present,Lexicon
174,12,You Are Wanted Here When It Is Time,Lexicon
174,12,You Dislike What You Dislike on Purpose,Lexicon
174,12,You Make Constructive Use of Power,Lexicon
174,12,You May Permit Your Excitement to Guide You,Lexicon
174,12,Your Voice May Now Merge With Our Voice,Lexicon
174,12,Your Willingness to Listen,Lexicon
175,13,A Masterpiece You Have Prepared for Me,Lexicon
175,13,A Matched Set of Platinum Rings,Lexicon
175,13,"A Message From the Angel, Meant for You",Lexicon
175,13,Absolute Enjoyment Is Productive,Lexicon
175,13,Absorb and Produce the Clear Truth,Lexicon
175,13,All You Desire Is Yours to Receive and Enjoy,Lexicon
175,13,Angels of Divine Partnership,Lexicon
175,13,Angels of the Resurrection Flame,Lexicon
175,13,Appreciate Practical Simplicity,Lexicon
175,13,Attune to the Highest and Best,Lexicon
175,13,Avatar Expression of Myself,Lexicon
175,13,Be the Very Best You Can Be at All Times,Lexicon
175,13,Beauty That Generates Worlds,Lexicon
175,13,Blessing of an Overflowing Love,Lexicon
175,13,Celebrate the Progress You Have Made,Lexicon
175,13,Communicate Something so Simple,Lexicon
175,13,Compromise Is Out of the Question,Lexicon
175,13,Considering the Quality of My Impact,Lexicon
175,13,Crystal-Clear and Entirely Happy,Lexicon
175,13,Crystalline Center of Truth,Lexicon
175,13,Do Not Be Distracted From This Aim,Lexicon
175,13,Doesn't This Feel Exhilarating?,Lexicon
175,13,Drink of This Light Like a River,Lexicon
175,13,Dripping With Gentle Affection,Lexicon
175,13,Emerge on the Wings of the Night,Lexicon
175,13,Enjoying This Luxurious Moment,Lexicon
175,13,"Every Breath You Take Is Guarded, Ensured",Lexicon
175,13,Every Single Moment Is Made New,Lexicon
175,13,Feeling Positively Humbled by the Gift,Lexicon
175,13,Fundamental Truth About Yourself,Lexicon
175,13,Goodness Lives at the Center of You,Lexicon
175,13,Heart Overflowing With Grace,Lexicon
175,13,I Am Celebrating This Luxurious Life,Lexicon
175,13,I Am Good + Goodness Through-and-Through,Lexicon
175,13,I Am the Force of Magnetic Attraction,Lexicon
175,13,I Am Worthy and Deserving of Abundance,Lexicon
175,13,I Will Do My Best to Live It Well,Lexicon
175,13,Illustrate the Highest Value,Lexicon
175,13,"In Order to Open, One Must Relax",Lexicon
175,13,Incandescent Iridescent Essence,Lexicon
175,13,Initiate the Angel Session Now,Lexicon
175,13,Inviting a New Conversation,Lexicon
175,13,Keep Us Beside You. We Amplify Your Intent.,Lexicon
175,13,Knowledge From the Crystals,Lexicon
175,13,Life Is Conversational in Nature,Lexicon
175,13,Life Lives Through My Golden Heart,Lexicon
175,13,Life Produces Newness All Around,Lexicon
175,13,Lion Is Radiant Courage. Lion Is Valor.,Lexicon
175,13,Love Transforms + Gives Life,Lexicon
175,13,Love Will Inspire Trust,Lexicon
175,13,Loving What You Love Aligns Your Life,Lexicon
175,13,Magnetic Center. Center and Source.,Lexicon
175,13,Maintain a Healthy Environment,Lexicon
175,13,Marriage of Diamond and Emerald Hearts,Lexicon
175,13,Messenger of Truth + Goodness,Lexicon
175,13,My Life Is Rich + Growing Richer by the Day,Lexicon
175,13,Newness Is the Beauty Within You,Lexicon
175,13,Offer Yourself More Completely to Life,Lexicon
175,13,Offered as a Message From the Angels,Lexicon
175,13,Offering Benefit Through Experience,Lexicon
175,13,Only Perfect Timing Exists,Lexicon
175,13,Only You Fulfill the Starring Role,Lexicon
175,13,Orchestration of Life's Goodness,Lexicon
175,13,Originality + Perfection Are the Same,Lexicon
175,13,Pathway of Self-Empowerment,Lexicon
175,13,Please Feel Free to Ask Your Question,Lexicon
175,13,Powerful Potential of Words,Lexicon
175,13,Practical Simplicity of Truth,Lexicon
175,13,Realize Full Perfection Within You,Lexicon
175,13,Receiving Explicit Confirmation,Lexicon
175,13,Reclaim the Light That Is Yours,Lexicon
175,13,Releasing the Tendency to Compete,Lexicon
175,13,Richness Expands Upon Notice,Lexicon
175,13,Scintillating Starlight,Lexicon
175,13,See This Through to Completion,Lexicon
175,13,Sing Your Song. No One Can Sing It but You.,Lexicon
175,13,So Simple It's Truly Profound,Lexicon
175,13,Speak Words That Inspire,Lexicon
175,13,Take the Necessary Step Now,Lexicon
175,13,Take the Next Logical Steps,Lexicon
175,13,Thank You for Our Beautiful + Comfortable Home,Prayer
175,13,The Angel Invites Relaxation,Lexicon
175,13,The Angel of Declaration (Session 13),64 Angels
175,13,The Crystal Composition of a Diamond,Lexicon
175,13,The Expression of Existence,Lexicon
175,13,The Flow of Heartfelt Celebration,Lexicon
175,13,The Full Truth of Your Stature,Lexicon
175,13,The Gift of Food and Celebration Bevvies,Lexicon
175,13,The Great White Central Sun,Lexicon
175,13,The Healing + Delightful Impact of Love,Lexicon
175,13,The Heart Virtue of Blossoming,Oracle
175,13,The Image of a Woman Sculpting Color,Lexicon
175,13,The Iridescent Activating Angel,Lexicon
175,13,The Most Powerful Prayers,Lexicon
175,13,The Orchestration of My Story,Lexicon
175,13,The Prayer of Amazement Is Our Life,Lexicon
175,13,The Prayer of Amazement Is... Your Life,Lexicon
175,13,The Unfolding of Life All Around You + Through You,Lexicon
175,13,There Is No Exception to This,Lexicon
175,13,These Are Messages From an Angel,Lexicon
175,13,This Gets My Full Attention,Lexicon
175,13,This Has Been Explicitly Described,Lexicon
175,13,This Is Our Crystalline Garden,Lexicon
175,13,To Offer Benefit Through Experience,Lexicon
175,13,Total Enjoyment Is a Ceremonial Act,Lexicon
175,13,Total Enjoyment Is Productive,Lexicon
175,13,Totally Spiritual Worlds,Lexicon
175,13,Transformation Is Guaranteed,Lexicon
175,13,Trust = The Rainbow Key of Light,Lexicon
175,13,Truth Will Always Expand,Lexicon
175,13,Truth Will Feel Like a Sigh of Relief,Lexicon
175,13,Truthful Interpretation,Lexicon
175,13,We Are Celebrating Your Great Heart,Lexicon
175,13,We Are Celebrating Your Reflections,Lexicon
175,13,We Are Developing a Confidence in Timing,Lexicon
175,13,We Are Genuinely Impressed by This,Lexicon
175,13,We Are Manifesting the Kingdom of God,Lexicon
175,13,We Are Strong + Healthy. It Is Done.,Lexicon
175,13,We Are the Angels of Lightness,Lexicon
175,13,We Are the Light-Messengers,Lexicon
175,13,"We Celebrate Our Perfect, Sexy Bodies",Prayer
175,13,We Celebrate the Effect of This Love,Prayer
175,13,We Have Been Surrounded by Our Friends,Lexicon
175,13,"We Love Our Strong, Healthy Bodies",Lexicon
175,13,We Will Permit Our Enjoyment,Lexicon
175,13,Wielding the Scepter of Power,Lexicon
175,13,You Appreciate Practical Simplicity,Lexicon
175,13,You Are Becoming Truly Conscious of the Fact,Lexicon
175,13,You Are Encouraged to Reclaim Inherent Beauty,Lexicon
175,13,You Are Permitted Now to Rest,Lexicon
